idindikator;IDTer;nTer;IDTuristi;nTuristi;IDVrPod;nVrPod;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2201IND01;RS122;Јужнобанатска област;0;Укупно;1;број;00;2013;21769;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;0;Укупно;2;индекси (2010 = 100);00;2013;93.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;1;Домаћи;1;број;00;2013;15174;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2013;89.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;2;Страни;1;број;00;2013;6595;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;2;Страни;2;индекси (2010 = 100);00;2013;104.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;0;Укупно;1;број;00;2013;143933;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;0;Укупно;2;индекси (2010 = 100);00;2013;135.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;1;Домаћи;1;број;00;2013;60820;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;1;Домаћи;2;индекси (2010 = 100);00;2013;119;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;2;Страни;1;број;00;2013;83113;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;2;Страни;2;индекси (2010 = 100);00;2013;151.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;0;Укупно;1;број;00;2013;23534;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;0;Укупно;2;индекси (2010 = 100);00;2013;93.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;1;Домаћи;1;број;00;2013;15680;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2013;82.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;2;Страни;1;број;00;2013;7854;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;2;Страни;2;индекси (2010 = 100);00;2013;123.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;0;Укупно;1;број;00;2013;70669;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;0;Укупно;2;индекси (2010 = 100);00;2013;122.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;1;Домаћи;1;број;00;2013;43246;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;1;Домаћи;2;индекси (2010 = 100);00;2013;106.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;2;Страни;1;број;00;2013;27423;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;2;Страни;2;индекси (2010 = 100);00;2013;159.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;0;Укупно;1;број;00;2013;20956;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;0;Укупно;2;индекси (2010 = 100);00;2013;99.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;1;Домаћи;1;број;00;2013;13021;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2013;88.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;2;Страни;1;број;00;2013;7935;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;2;Страни;2;индекси (2010 = 100);00;2013;123;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;0;Укупно;1;број;00;2013;49450;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;0;Укупно;2;индекси (2010 = 100);00;2013;161;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;1;Домаћи;1;број;00;2013;36301;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;1;Домаћи;2;индекси (2010 = 100);00;2013;149.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;2;Страни;1;број;00;2013;13149;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;2;Страни;2;индекси (2010 = 100);00;2013;205;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;0;Укупно;1;број;00;2013;1126354;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;0;Укупно;2;индекси (2010 = 100);00;2013;102.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;1;Домаћи;1;број;00;2013;893380;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;1;Домаћи;2;индекси (2010 = 100);00;2013;97.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;2;Страни;1;број;00;2013;232974;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;2;Страни;2;индекси (2010 = 100);00;2013;126.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;0;Укупно;1;број;00;2013;791545;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;0;Укупно;2;индекси (2010 = 100);00;2013;105.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;1;Домаћи;1;број;00;2013;641707;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;1;Домаћи;2;индекси (2010 = 100);00;2013;100.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;2;Страни;1;број;00;2013;149838;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;2;Страни;2;индекси (2010 = 100);00;2013;140.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;0;Укупно;1;број;00;2013;232918;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;0;Укупно;2;индекси (2010 = 100);00;2013;97.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;1;Домаћи;1;број;00;2013;188051;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;1;Домаћи;2;индекси (2010 = 100);00;2013;92.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;2;Страни;1;број;00;2013;44867;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;2;Страни;2;индекси (2010 = 100);00;2013;129.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;0;Укупно;1;број;00;2013;51308;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;0;Укупно;2;индекси (2010 = 100);00;2013;87.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;1;Домаћи;1;број;00;2013;44687;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;1;Домаћи;2;индекси (2010 = 100);00;2013;84.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;2;Страни;1;број;00;2013;6621;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;2;Страни;2;индекси (2010 = 100);00;2013;117.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;0;Укупно;1;број;00;2013;32991;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;0;Укупно;2;индекси (2010 = 100);00;2013;92.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;1;Домаћи;1;број;00;2013;26386;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;1;Домаћи;2;индекси (2010 = 100);00;2013;85.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;2;Страни;1;број;00;2013;6605;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;2;Страни;2;индекси (2010 = 100);00;2013;145.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;0;Укупно;1;број;00;2013;63595;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;0;Укупно;2;индекси (2010 = 100);00;2013;102.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;1;Домаћи;1;број;00;2013;52403;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;1;Домаћи;2;индекси (2010 = 100);00;2013;103.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;2;Страни;1;број;00;2013;11192;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;2;Страни;2;индекси (2010 = 100);00;2013;96;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;0;Укупно;1;број;00;2013;16529;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;0;Укупно;2;индекси (2010 = 100);00;2013;104;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;1;Домаћи;1;број;00;2013;10541;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;1;Домаћи;2;индекси (2010 = 100);00;2013;88.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;2;Страни;1;број;00;2013;5988;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;2;Страни;2;индекси (2010 = 100);00;2013;150.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;0;Укупно;1;број;00;2013;47498;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;0;Укупно;2;индекси (2010 = 100);00;2013;97;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;1;Домаћи;1;број;00;2013;36083;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;1;Домаћи;2;индекси (2010 = 100);00;2013;87.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;2;Страни;1;број;00;2013;11415;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;2;Страни;2;индекси (2010 = 100);00;2013;148.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;0;Укупно;1;број;00;2013;281603;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;0;Укупно;2;индекси (2010 = 100);00;2013;111.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;1;Домаћи;1;број;00;2013;241195;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;1;Домаћи;2;индекси (2010 = 100);00;2013;106.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;2;Страни;1;број;00;2013;40408;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;2;Страни;2;индекси (2010 = 100);00;2013;155;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;0;Укупно;1;број;00;2013;65103;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;0;Укупно;2;индекси (2010 = 100);00;2013;179.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;1;Домаћи;1;број;00;2013;42361;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;1;Домаћи;2;индекси (2010 = 100);00;2013;176.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;2;Страни;1;број;00;2013;22742;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;2;Страни;2;индекси (2010 = 100);00;2013;184.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;0;Укупно;1;број;00;2013;334809;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;0;Укупно;2;индекси (2010 = 100);00;2013;95;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;1;Домаћи;1;број;00;2013;251673;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;1;Домаћи;2;индекси (2010 = 100);00;2013;91.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;2;Страни;1;број;00;2013;83136;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;2;Страни;2;индекси (2010 = 100);00;2013;106.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;0;Укупно;1;број;00;2013;59449;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;0;Укупно;2;индекси (2010 = 100);00;2013;89.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;1;Домаћи;1;број;00;2013;49608;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;1;Домаћи;2;индекси (2010 = 100);00;2013;84.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;2;Страни;1;број;00;2013;9841;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;2;Страни;2;индекси (2010 = 100);00;2013;128.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;0;Укупно;1;број;00;2013;32569;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;0;Укупно;2;индекси (2010 = 100);00;2013;147.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;1;Домаћи;1;број;00;2013;28231;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;1;Домаћи;2;индекси (2010 = 100);00;2013;144;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;2;Страни;1;број;00;2013;4338;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;2;Страни;2;индекси (2010 = 100);00;2013;171.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;0;Укупно;1;број;00;2013;82659;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;0;Укупно;2;индекси (2010 = 100);00;2013;116.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;1;Домаћи;1;број;00;2013;74839;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;1;Домаћи;2;индекси (2010 = 100);00;2013;112.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;2;Страни;1;број;00;2013;7820;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;2;Страни;2;индекси (2010 = 100);00;2013;181.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;0;Укупно;1;број;00;2013;23416;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;0;Укупно;2;индекси (2010 = 100);00;2013;112.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;1;Домаћи;1;број;00;2013;12706;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;1;Домаћи;2;индекси (2010 = 100);00;2013;93.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;2;Страни;1;број;00;2013;10710;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;2;Страни;2;индекси (2010 = 100);00;2013;146.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;0;Укупно;1;број;00;2013;64990;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;0;Укупно;2;индекси (2010 = 100);00;2013;71.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;1;Домаћи;1;број;00;2013;34498;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;1;Домаћи;2;индекси (2010 = 100);00;2013;64.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;2;Страни;1;број;00;2013;30492;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;2;Страни;2;индекси (2010 = 100);00;2013;81.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;0;Укупно;1;број;00;2013;9181;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;0;Укупно;2;индекси (2010 = 100);00;2013;111.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;1;Домаћи;1;број;00;2013;4958;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;1;Домаћи;2;индекси (2010 = 100);00;2013;87.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;2;Страни;1;број;00;2013;4223;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;2;Страни;2;индекси (2010 = 100);00;2013;163.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;0;Укупно;1;број;00;2013;17282;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;0;Укупно;2;индекси (2010 = 100);00;2013;68.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;1;Домаћи;1;број;00;2013;9163;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;1;Домаћи;2;индекси (2010 = 100);00;2013;61.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;2;Страни;1;број;00;2013;8119;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;2;Страни;2;индекси (2010 = 100);00;2013;77.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;1;број;00;2013;21055;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;2;индекси (2010 = 100);00;2013;86.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;1;број;00;2013;15948;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;2;индекси (2010 = 100);00;2013;79.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;1;број;00;2013;5107;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;2;индекси (2010 = 100);00;2013;114.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;1;број;00;2013;24208;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;2;индекси (2010 = 100);00;2013;103.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;1;број;00;2013;21722;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;2;индекси (2010 = 100);00;2013;99.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;1;број;00;2013;2486;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;2;индекси (2010 = 100);00;2013;152;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;1;број;00;2014;2192268;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;2;индекси (2010 = 100);00;2014;109.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;1;број;00;2014;1163536;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;2;индекси (2010 = 100);00;2014;88.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;1;број;00;2014;1028732;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;2;индекси (2010 = 100);00;2014;150.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;0;Укупно;1;број;00;2014;1125232;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;0;Укупно;2;индекси (2010 = 100);00;2014;125;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;1;Домаћи;1;број;00;2014;358885;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;1;Домаћи;2;индекси (2010 = 100);00;2014;89.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;1;број;00;2014;766347;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;2;индекси (2010 = 100);00;2014;153.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;1;број;00;2014;753742;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;2;индекси (2010 = 100);00;2014;121.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;1;број;00;2014;155977;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;2;индекси (2010 = 100);00;2014;69.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;1;број;00;2014;597765;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;2;индекси (2010 = 100);00;2014;151.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;1;број;00;2014;753742;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;2;индекси (2010 = 100);00;2014;121.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;1;број;00;2014;155977;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;2;индекси (2010 = 100);00;2014;69.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;1;број;00;2014;597765;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;2;индекси (2010 = 100);00;2014;151.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;1;број;00;2014;371490;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;2;индекси (2010 = 100);00;2014;131.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;1;број;00;2014;202908;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;2;индекси (2010 = 100);00;2014;113.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;1;број;00;2014;168582;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;2;индекси (2010 = 100);00;2014;164.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
