idindikator;IDTer;nTer;IDTuristi;nTuristi;IDVrPod;nVrPod;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;1;број;00;2006;358579;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;2;индекси (2010 = 100);00;2006;72;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;1;број;00;2006;705439;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;2;индекси (2010 = 100);00;2006;114.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;1;број;00;2006;424471;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;2;индекси (2010 = 100);00;2006;190.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;1;број;00;2006;280968;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;2;индекси (2010 = 100);00;2006;71.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;1;број;00;2006;705439;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;2;индекси (2010 = 100);00;2006;114.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;1;број;00;2006;424471;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;2;индекси (2010 = 100);00;2006;190.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;1;број;00;2006;280968;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;2;индекси (2010 = 100);00;2006;71.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;1;број;00;2006;267198;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;2;индекси (2010 = 100);00;2006;94.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;1;број;00;2006;189587;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;2;индекси (2010 = 100);00;2006;105.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;1;број;00;2006;77611;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;2;индекси (2010 = 100);00;2006;75.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;0;Укупно;1;број;00;2006;21022;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;0;Укупно;2;индекси (2010 = 100);00;2006;118.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;1;Домаћи;1;број;00;2006;17189;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;1;Домаћи;2;индекси (2010 = 100);00;2006;132.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;2;Страни;1;број;00;2006;3833;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;2;Страни;2;индекси (2010 = 100);00;2006;79.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;0;Укупно;1;број;00;2006;21936;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;0;Укупно;2;индекси (2010 = 100);00;2006;94.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;1;Домаћи;1;број;00;2006;17417;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2006;103.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;2;Страни;1;број;00;2006;4519;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;2;Страни;2;индекси (2010 = 100);00;2006;71.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;0;Укупно;1;број;00;2006;92801;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;0;Укупно;2;индекси (2010 = 100);00;2006;87.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;1;Домаћи;1;број;00;2006;50695;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;1;Домаћи;2;индекси (2010 = 100);00;2006;99.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;2;Страни;1;број;00;2006;42106;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;2;Страни;2;индекси (2010 = 100);00;2006;76.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;0;Укупно;1;број;00;2006;27101;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;0;Укупно;2;индекси (2010 = 100);00;2006;107.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;1;Домаћи;1;број;00;2006;21718;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2006;114.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;2;Страни;1;број;00;2006;5383;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;2;Страни;2;индекси (2010 = 100);00;2006;84.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;0;Укупно;1;број;00;2006;48335;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;0;Укупно;2;индекси (2010 = 100);00;2006;83.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;1;Домаћи;1;број;00;2006;38983;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;1;Домаћи;2;индекси (2010 = 100);00;2006;96.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;2;Страни;1;број;00;2006;9352;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;2;Страни;2;индекси (2010 = 100);00;2006;54.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;0;Укупно;1;број;00;2006;25743;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;0;Укупно;2;индекси (2010 = 100);00;2006;121.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;1;Домаћи;1;број;00;2006;21204;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2006;144.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;2;Страни;1;број;00;2006;4539;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;2;Страни;2;индекси (2010 = 100);00;2006;70.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;0;Укупно;1;број;00;2006;30260;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;0;Укупно;2;индекси (2010 = 100);00;2006;98.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;1;Домаћи;1;број;00;2006;22381;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;1;Домаћи;2;индекси (2010 = 100);00;2006;92.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;2;Страни;1;број;00;2006;7879;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;2;Страни;2;индекси (2010 = 100);00;2006;122.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;0;Укупно;1;број;00;2006;1033851;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;0;Укупно;2;индекси (2010 = 100);00;2006;94;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;1;Домаћи;1;број;00;2006;923588;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;1;Домаћи;2;индекси (2010 = 100);00;2006;100.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;2;Страни;1;број;00;2006;110263;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;2;Страни;2;индекси (2010 = 100);00;2006;59.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;0;Укупно;1;број;00;2006;715000;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;0;Укупно;2;индекси (2010 = 100);00;2006;95.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;1;Домаћи;1;број;00;2006;643602;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;1;Домаћи;2;индекси (2010 = 100);00;2006;100.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;2;Страни;1;број;00;2006;71398;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;2;Страни;2;индекси (2010 = 100);00;2006;66.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;0;Укупно;1;број;00;2006;219120;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;0;Укупно;2;индекси (2010 = 100);00;2006;91.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;1;Домаћи;1;број;00;2006;202114;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;1;Домаћи;2;индекси (2010 = 100);00;2006;99.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;2;Страни;1;број;00;2006;17006;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;2;Страни;2;индекси (2010 = 100);00;2006;48.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;0;Укупно;1;број;00;2006;55510;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;0;Укупно;2;индекси (2010 = 100);00;2006;94.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;1;Домаћи;1;број;00;2006;51670;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;1;Домаћи;2;индекси (2010 = 100);00;2006;97.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;2;Страни;1;број;00;2006;3840;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;2;Страни;2;индекси (2010 = 100);00;2006;68.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;0;Укупно;1;број;00;2006;37892;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;0;Укупно;2;индекси (2010 = 100);00;2006;106.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;1;Домаћи;1;број;00;2006;32660;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;1;Домаћи;2;индекси (2010 = 100);00;2006;105.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;2;Страни;1;број;00;2006;5232;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;2;Страни;2;индекси (2010 = 100);00;2006;115.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;0;Укупно;1;број;00;2006;64220;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;0;Укупно;2;индекси (2010 = 100);00;2006;103.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;1;Домаћи;1;број;00;2006;57816;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;1;Домаћи;2;индекси (2010 = 100);00;2006;114.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;2;Страни;1;број;00;2006;6404;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;2;Страни;2;индекси (2010 = 100);00;2006;54.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;0;Укупно;1;број;00;2006;26306;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;0;Укупно;2;индекси (2010 = 100);00;2006;165.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;1;Домаћи;1;број;00;2006;15814;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;1;Домаћи;2;индекси (2010 = 100);00;2006;132.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;2;Страни;1;број;00;2006;10492;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;2;Страни;2;индекси (2010 = 100);00;2006;263.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;0;Укупно;1;број;00;2006;55498;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;0;Укупно;2;индекси (2010 = 100);00;2006;113.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;1;Домаћи;1;број;00;2006;50314;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;1;Домаћи;2;индекси (2010 = 100);00;2006;121.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;2;Страни;1;број;00;2006;5184;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;2;Страни;2;индекси (2010 = 100);00;2006;67.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;0;Укупно;1;број;00;2006;228795;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;0;Укупно;2;индекси (2010 = 100);00;2006;90.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;1;Домаћи;1;број;00;2006;210612;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;1;Домаћи;2;индекси (2010 = 100);00;2006;93.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;2;Страни;1;број;00;2006;18183;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;2;Страни;2;индекси (2010 = 100);00;2006;69.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;0;Укупно;1;број;00;2006;27659;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;0;Укупно;2;индекси (2010 = 100);00;2006;76.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;1;Домаћи;1;број;00;2006;22602;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;1;Домаћи;2;индекси (2010 = 100);00;2006;94.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;2;Страни;1;број;00;2006;5057;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;2;Страни;2;индекси (2010 = 100);00;2006;41;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;0;Укупно;1;број;00;2006;318851;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;0;Укупно;2;индекси (2010 = 100);00;2006;90.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;1;Домаћи;1;број;00;2006;279986;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;1;Домаћи;2;индекси (2010 = 100);00;2006;102;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;2;Страни;1;број;00;2006;38865;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;2;Страни;2;индекси (2010 = 100);00;2006;49.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;0;Укупно;1;број;00;2006;58614;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;0;Укупно;2;индекси (2010 = 100);00;2006;88.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;1;Домаћи;1;број;00;2006;54480;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;1;Домаћи;2;индекси (2010 = 100);00;2006;92.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;2;Страни;1;број;00;2006;4134;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;2;Страни;2;индекси (2010 = 100);00;2006;54;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;0;Укупно;1;број;00;2006;25877;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;0;Укупно;2;индекси (2010 = 100);00;2006;116.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;1;Домаћи;1;број;00;2006;23882;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;1;Домаћи;2;индекси (2010 = 100);00;2006;121.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;2;Страни;1;број;00;2006;1995;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;2;Страни;2;индекси (2010 = 100);00;2006;79;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;0;Укупно;1;број;00;2006;77381;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;0;Укупно;2;индекси (2010 = 100);00;2006;109.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;1;Домаћи;1;број;00;2006;74644;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;1;Домаћи;2;индекси (2010 = 100);00;2006;112.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;2;Страни;1;број;00;2006;2737;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;2;Страни;2;индекси (2010 = 100);00;2006;63.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;0;Укупно;1;број;00;2006;21899;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;0;Укупно;2;индекси (2010 = 100);00;2006;104.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;1;Домаћи;1;број;00;2006;16720;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;1;Домаћи;2;индекси (2010 = 100);00;2006;123;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;2;Страни;1;број;00;2006;5179;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;2;Страни;2;индекси (2010 = 100);00;2006;71;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;0;Укупно;1;број;00;2006;57933;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;0;Укупно;2;индекси (2010 = 100);00;2006;63.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;1;Домаћи;1;број;00;2006;44252;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;1;Домаћи;2;индекси (2010 = 100);00;2006;82.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;2;Страни;1;број;00;2006;13681;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;2;Страни;2;индекси (2010 = 100);00;2006;36.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;0;Укупно;1;број;00;2006;9918;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;0;Укупно;2;индекси (2010 = 100);00;2006;120;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;1;Домаћи;1;број;00;2006;7571;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;1;Домаћи;2;индекси (2010 = 100);00;2006;133.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;2;Страни;1;број;00;2006;2347;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;2;Страни;2;индекси (2010 = 100);00;2006;90.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;0;Укупно;1;број;00;2006;22104;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;0;Укупно;2;индекси (2010 = 100);00;2006;87;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;1;Домаћи;1;број;00;2006;16920;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;1;Домаћи;2;индекси (2010 = 100);00;2006;113.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;2;Страни;1;број;00;2006;5184;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;2;Страни;2;индекси (2010 = 100);00;2006;49.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;1;број;00;2006;24073;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;2;индекси (2010 = 100);00;2006;98.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;1;број;00;2006;20983;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;2;индекси (2010 = 100);00;2006;105.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;1;број;00;2006;3090;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;2;индекси (2010 = 100);00;2006;69.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;1;број;00;2006;21052;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;2;индекси (2010 = 100);00;2006;90.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;1;број;00;2006;20534;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;2;индекси (2010 = 100);00;2006;94.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;1;број;00;2006;518;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;2;индекси (2010 = 100);00;2006;31.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;1;број;00;2007;2306558;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;2;индекси (2010 = 100);00;2007;115.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;1;број;00;2007;1610513;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;2;индекси (2010 = 100);00;2007;122.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;1;број;00;2007;696045;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
